Symbol Name,Entry Price,Target Price,Profit/Loss,Strategy,Strategy Description,Trading Session,Lots,Event Type,Event Name,Event Impact,Stoploss,Volume,Volatility,Live sentiment,Entry Timestamp,Target Timestamp
XAUUSD,3321.3,3319.62,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3319.62,,1.68,,2025-04-29 09:31:00,2025-04-29 09:39:00
XAUUSD,3322.76,3320.93,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3320.93,,1.83,,2025-04-29 09:32:00,2025-04-29 09:36:00
XAUUSD,3321.69,3319.81,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3319.81,,1.88,,2025-04-29 09:33:00,2025-04-29 09:39:00
XAUUSD,3313.67,3312.68,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3312.68,,0.99,,2025-04-30 08:31:00,2025-04-30 08:32:00
XAUUSD,3313.24,3312.23,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3312.23,,1.01,,2025-04-30 08:32:00,2025-04-30 08:34:00
XAUUSD,3313.59,3312.57,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3312.57,,1.02,,2025-04-30 08:34:00,2025-04-30 08:35:00
XAUUSD,3234.31,3238.67,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3232.13,,2.18,,2025-05-01 08:36:00,2025-05-01 08:56:00
XAUUSD,3232.72,3237.27,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3230.44,,2.28,,2025-05-01 08:37:00,2025-05-01 08:48:00
XAUUSD,3234.36,3239.15,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3231.97,,2.39,,2025-05-01 08:38:00,2025-05-01 09:03:00
XAUUSD,3236.02,3233.59,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3233.59,,2.43,,2025-05-01 08:39:00,2025-05-01 08:42:00
XAUUSD,3234.68,3239.36,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3232.34,,2.34,,2025-05-01 08:40:00,2025-05-01 09:03:00
XAUUSD,3235.77,3233.45,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3233.45,,2.32,,2025-05-01 08:41:00,2025-05-01 08:43:00
XAUUSD,3250.98,3252.05,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3252.05,,1.07,,2025-05-02 08:51:00,2025-05-02 08:53:00
XAUUSD,3251.28,3252.34,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3252.34,,1.06,,2025-05-02 08:52:00,2025-05-02 08:53:00
XAUUSD,3251.33,3252.33,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3252.33,,1.0,,2025-05-02 08:53:00,2025-05-02 08:55:00
XAUUSD,3259.47,3261.54,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3258.44,,1.03,,2025-05-05 08:37:00,2025-05-05 08:40:00
XAUUSD,3260.4,3259.31,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3259.31,,1.09,,2025-05-05 08:38:00,2025-05-05 08:44:00
XAUUSD,3260.4,3259.29,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3259.29,,1.11,,2025-05-05 08:39:00,2025-05-05 08:44:00
XAUUSD,3260.6,3259.47,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3259.47,,1.13,,2025-05-05 08:40:00,2025-05-05 08:44:00
XAUUSD,3355.5,3351.25,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3357.62,,2.12,,2025-05-06 08:35:00,2025-05-06 08:45:00
XAUUSD,3354.13,3356.17,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3356.17,,2.04,,2025-05-06 08:36:00,2025-05-06 08:38:00
XAUUSD,3354.91,3351.02,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3356.86,,1.95,,2025-05-06 08:42:00,2025-05-06 08:45:00
XAUUSD,3353.47,3355.45,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3355.45,,1.98,,2025-05-06 08:43:00,2025-05-06 08:47:00
XAUUSD,3352.99,3355.03,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3355.03,,2.04,,2025-05-06 08:44:00,2025-05-06 08:47:00
XAUUSD,3387.58,3385.59,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3385.59,,1.99,,2025-05-07 08:44:00,2025-05-07 08:50:00
XAUUSD,3387.71,3386.04,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3386.04,,1.67,,2025-05-07 08:48:00,2025-05-07 08:49:00
XAUUSD,3387.01,3385.44,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3385.44,,1.57,,2025-05-07 08:49:00,2025-05-07 08:50:00
XAUUSD,3373.31,3375.13,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3375.13,,1.82,,2025-05-08 08:43:00,2025-05-08 08:44:00
XAUUSD,3374.08,3370.23,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3376.01,,1.93,,2025-05-08 08:47:00,2025-05-08 08:49:00
XAUUSD,3372.33,3368.45,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3374.27,,1.94,,2025-05-08 08:48:00,2025-05-08 08:52:00
XAUUSD,3370.68,3366.81,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3372.62,,1.94,,2025-05-08 08:49:00,2025-05-08 08:53:00
XAUUSD,3370.04,3372.07,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3372.07,,2.03,,2025-05-08 08:50:00,2025-05-08 08:51:00
XAUUSD,3371.42,3367.14,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3373.56,,2.14,,2025-05-08 08:51:00,2025-05-08 08:53:00
XAUUSD,3320.21,3323.51,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3318.56,,1.65,,2025-05-09 08:57:00,2025-05-09 09:04:00
XAUUSD,3322.69,3321.02,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3321.02,,1.68,,2025-05-09 08:59:00,2025-05-09 09:00:00
XAUUSD,3321.45,3319.84,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3319.84,,1.61,,2025-05-09 09:00:00,2025-05-09 09:14:00
XAUUSD,3322.09,3320.54,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3320.54,,1.55,,2025-05-09 09:44:00,2025-05-09 09:48:00
XAUUSD,3272.52,3269.09,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3274.24,,1.71,,2025-05-12 08:37:00,2025-05-12 08:44:00
XAUUSD,3273.2,3269.67,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3274.96,,1.76,,2025-05-12 08:38:00,2025-05-12 08:41:00
XAUUSD,3272.7,3269.06,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3274.52,,1.82,,2025-05-12 08:39:00,2025-05-12 08:44:00
XAUUSD,3272.76,3269.16,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3274.56,,1.8,,2025-05-12 08:40:00,2025-05-12 08:44:00
XAUUSD,3271.28,3273.1,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3273.1,,1.81,,2025-05-12 08:41:00,2025-05-12 08:53:00
XAUUSD,3270.14,3272.02,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3272.02,,1.88,,2025-05-12 08:42:00,2025-05-12 08:48:00
XAUUSD,3256.34,3255.01,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3255.01,,1.33,,2025-05-13 08:58:00,2025-05-13 09:02:00
XAUUSD,3255.21,3257.76,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3253.93,,1.28,,2025-05-13 08:59:00,2025-05-13 09:01:00
XAUUSD,3256.78,3255.5,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3255.5,,1.28,,2025-05-13 09:00:00,2025-05-13 09:02:00
XAUUSD,3258.38,3260.91,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3257.12,,1.26,,2025-05-13 09:46:00,2025-05-13 09:48:00
XAUUSD,3259.24,3261.76,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3257.98,,1.26,,2025-05-13 09:47:00,2025-05-13 09:48:00
XAUUSD,3259.16,3261.55,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3257.96,,1.2,,2025-05-13 09:48:00,2025-05-13 09:49:00
XAUUSD,3230.1,3232.7,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3228.8,,1.3,,2025-05-14 08:46:00,2025-05-14 08:51:00
XAUUSD,3231.51,3230.29,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3230.29,,1.23,,2025-05-14 08:47:00,2025-05-14 08:48:00
XAUUSD,3230.65,3233.18,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3229.38,,1.27,,2025-05-14 08:48:00,2025-05-14 08:52:00
XAUUSD,3230.69,3233.19,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3229.44,,1.25,,2025-05-14 08:49:00,2025-05-14 08:52:00
XAUUSD,3231.84,3234.33,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3230.6,,1.25,,2025-05-14 08:50:00,2025-05-14 08:53:00
XAUUSD,3231.25,3233.75,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3230.0,,1.25,,2025-05-14 08:51:00,2025-05-14 08:52:00
XAUUSD,3137.14,3138.53,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3138.53,,1.39,,2025-05-15 08:32:00,2025-05-15 08:38:00
XAUUSD,3135.6,3137.07,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3137.07,,1.47,,2025-05-15 08:33:00,2025-05-15 08:34:00
XAUUSD,3135.29,3136.81,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3136.81,,1.52,,2025-05-15 08:34:00,2025-05-15 08:35:00
XAUUSD,3217.47,3220.85,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3215.78,,1.69,,2025-05-16 08:41:00,2025-05-16 08:49:00
XAUUSD,3217.48,3220.88,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3215.78,,1.7,,2025-05-16 08:42:00,2025-05-16 08:49:00
XAUUSD,3218.65,3216.9,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3216.9,,1.74,,2025-05-16 08:43:00,2025-05-16 08:56:00
XAUUSD,3217.72,3221.3,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3215.93,,1.79,,2025-05-16 08:44:00,2025-05-16 08:50:00
XAUUSD,3219.2,3217.5,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3217.5,,1.7,,2025-05-16 08:45:00,2025-05-16 08:46:00
XAUUSD,3218.12,3221.42,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3216.47,,1.65,,2025-05-16 08:47:00,2025-05-16 08:50:00
XAUUSD,3218.26,3217.1,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3217.1,,1.16,,2025-05-19 08:37:00,2025-05-19 08:42:00
XAUUSD,3218.81,3217.66,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3217.66,,1.15,,2025-05-19 08:40:00,2025-05-19 08:41:00
XAUUSD,3220.17,3222.78,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3218.87,,1.3,,2025-05-19 08:56:00,2025-05-19 08:57:00
XAUUSD,3221.46,3224.05,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3220.16,,1.3,,2025-05-19 08:57:00,2025-05-19 08:59:00
XAUUSD,3223.03,3225.75,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3221.67,,1.36,,2025-05-19 08:58:00,2025-05-19 09:06:00
XAUUSD,3223.45,3226.1,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3222.12,,1.32,,2025-05-19 08:59:00,2025-05-19 09:06:00
XAUUSD,3218.0,3216.92,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3216.92,,1.08,,2025-05-20 08:32:00,2025-05-20 08:33:00
XAUUSD,3217.04,3215.89,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3215.89,,1.15,,2025-05-20 08:33:00,2025-05-20 08:34:00
XAUUSD,3211.65,3212.81,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3212.81,,1.16,,2025-05-20 09:36:00,2025-05-20 09:37:00
XAUUSD,3308.65,3311.84,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3307.05,,1.6,,2025-05-21 08:41:00,2025-05-21 08:42:00
XAUUSD,3312.17,3310.34,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3310.34,,1.83,,2025-05-21 08:42:00,2025-05-21 08:43:00
XAUUSD,3310.12,3314.0,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3308.18,,1.94,,2025-05-21 08:43:00,2025-05-21 08:45:00
XAUUSD,3309.81,3313.75,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3307.84,,1.97,,2025-05-21 08:44:00,2025-05-21 08:45:00
XAUUSD,3312.55,3316.75,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3310.45,,2.1,,2025-05-21 08:45:00,2025-05-21 08:53:00
XAUUSD,3314.03,3311.89,-2.07,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3311.89,,2.14,,2025-05-21 08:46:00,2025-05-21 08:48:00
XAUUSD,3335.35,3333.38,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3336.33,,0.98,,2025-05-22 08:46:00,2025-05-22 08:47:00
XAUUSD,3334.13,3332.13,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3335.13,,1.0,,2025-05-22 08:47:00,2025-05-22 08:48:00
XAUUSD,3332.3,3330.04,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3333.43,,1.13,,2025-05-22 08:48:00,2025-05-22 08:51:00
XAUUSD,3331.52,3329.08,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3332.74,,1.22,,2025-05-22 08:49:00,2025-05-22 08:51:00
XAUUSD,3330.73,3328.18,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3332.01,,1.28,,2025-05-22 08:50:00,2025-05-22 08:51:00
XAUUSD,3330.8,3328.22,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3332.09,,1.29,,2025-05-22 08:51:00,2025-05-22 08:52:00
XAUUSD,3320.81,3319.57,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3319.57,,1.24,,2025-05-23 08:32:00,2025-05-23 08:33:00
XAUUSD,3320.64,3323.41,3.93,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.01,,,,3319.25,,1.39,,2025-05-23 08:47:00,2025-05-23 08:53:00
XAUUSD,3320.47,3323.09,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3319.16,,1.31,,2025-05-23 08:49:00,2025-05-23 08:53:00
XAUUSD,3321.03,3323.68,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3319.7,,1.33,,2025-05-23 08:50:00,2025-05-23 08:53:00
XAUUSD,3322.33,3324.95,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3321.02,,1.31,,2025-05-23 08:51:00,2025-05-23 08:55:00
XAUUSD,3322.17,3324.78,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3320.87,,1.3,,2025-05-23 08:52:00,2025-05-23 08:55:00
XAUUSD,3346.39,3347.57,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3347.57,,1.18,,2025-05-26 08:31:00,2025-05-26 08:32:00
XAUUSD,3346.39,3347.5,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3347.5,,1.11,,2025-05-26 08:34:00,2025-05-26 08:43:00
XAUUSD,3344.62,3345.75,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3345.75,,1.13,,2025-05-26 08:35:00,2025-05-26 08:36:00
XAUUSD,3326.21,3327.24,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3327.24,,1.03,,2025-05-27 08:31:00,2025-05-27 08:32:00
XAUUSD,3325.93,3327.03,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3327.03,,1.1,,2025-05-27 08:32:00,2025-05-27 08:33:00
XAUUSD,3326.12,3327.39,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3327.39,,1.27,,2025-05-27 08:34:00,2025-05-27 08:37:00
XAUUSD,3309.25,3308.14,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3308.14,,1.11,,2025-05-28 08:45:00,2025-05-28 08:46:00
XAUUSD,3307.49,3306.37,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3306.37,,1.12,,2025-05-28 08:47:00,2025-05-28 08:48:00
XAUUSD,3307.34,3306.27,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3306.27,,1.08,,2025-05-28 08:54:00,2025-05-28 09:03:00
XAUUSD,3268.61,3266.39,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3269.72,,1.11,,2025-05-29 08:36:00,2025-05-29 08:39:00
XAUUSD,3267.95,3269.12,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3269.12,,1.17,,2025-05-29 08:38:00,2025-05-29 08:45:00
XAUUSD,3267.94,3269.14,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3269.14,,1.2,,2025-05-29 08:39:00,2025-05-29 08:45:00
XAUUSD,3266.51,3267.8,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3267.8,,1.29,,2025-05-29 08:40:00,2025-05-29 08:41:00
XAUUSD,3298.05,3300.52,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3296.81,,1.24,,2025-05-30 08:36:00,2025-05-30 08:49:00
XAUUSD,3298.67,3301.29,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3297.36,,1.31,,2025-05-30 08:38:00,2025-05-30 08:51:00
XAUUSD,3299.3,3298.04,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3298.04,,1.26,,2025-05-30 08:39:00,2025-05-30 08:42:00
XAUUSD,3300.16,3298.9,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3298.9,,1.26,,2025-05-30 08:40:00,2025-05-30 08:41:00
XAUUSD,3299.99,3298.79,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3298.79,,1.2,,2025-05-30 08:41:00,2025-05-30 08:42:00
XAUUSD,3318.55,3320.06,3.79,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3317.8,,0.75,,2025-06-02 08:35:00,2025-06-02 08:41:00
XAUUSD,3319.33,3318.56,-2.21,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.03,,,,3318.56,,0.77,,2025-06-02 08:36:00,2025-06-02 08:37:00
XAUUSD,3318.34,3319.96,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3317.53,,0.81,,2025-06-02 08:37:00,2025-06-02 08:41:00
XAUUSD,3319.45,3321.12,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3318.62,,0.83,,2025-06-02 08:38:00,2025-06-02 08:41:00
XAUUSD,3319.35,3320.99,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3318.53,,0.82,,2025-06-02 08:39:00,2025-06-02 08:41:00
XAUUSD,3319.45,3321.09,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3318.63,,0.82,,2025-06-02 08:40:00,2025-06-02 08:41:00
XAUUSD,3358.82,3359.88,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3359.88,,1.06,,2025-06-03 08:31:00,2025-06-03 08:32:00
XAUUSD,3359.83,3357.61,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3360.94,,1.11,,2025-06-03 08:32:00,2025-06-03 08:35:00
XAUUSD,3359.04,3356.59,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3360.26,,1.22,,2025-06-03 08:33:00,2025-06-03 08:37:00
XAUUSD,3359.16,3356.66,3.86,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3360.41,,1.25,,2025-06-03 08:34:00,2025-06-03 08:37:00
XAUUSD,3358.59,3359.89,-2.14,Multi TF EMA RSI,M1 + M5 EMA/RSI confirmation,London/NY,0.02,,,,3359.89,,1.3,,2025-06-03 08:35:00,2025-06-03 08:40:00
